date,channel,ad_spend,impressions,clicks,conversions,revenue,ctr,conversion_rate,cpc,cpa,roas,month
2025-07-22,Google Ads,471,19743,947,79,10731.13,4.8,8.34,0.5,5.96,22.78,2025-07
2025-07-22,Meta Ads,166,16600,339,30,4352.7,2.04,8.85,0.49,5.53,26.22,2025-07
2025-07-22,TikTok Ads,183,9636,353,20,1061.63,3.66,5.67,0.52,9.15,5.8,2025-07
2025-07-22,Email,107,7441,290,14,1625.19,3.9,4.83,0.37,7.64,15.19,2025-07
2025-07-23,Google Ads,93,10667,669,26,2852.74,6.27,3.89,0.14,3.58,30.67,2025-07
2025-07-23,Meta Ads,222,13149,150,9,640.85,1.14,6.0,1.48,24.67,2.89,2025-07
2025-07-23,TikTok Ads,209,2798,80,4,129.17,2.86,5.0,2.61,52.25,0.62,2025-07
2025-07-23,Email,222,10600,490,24,2706.6,4.62,4.9,0.45,9.25,12.19,2025-07
2025-07-24,Google Ads,366,6495,187,17,2438.81,2.88,9.09,1.96,21.53,6.66,2025-07
2025-07-24,Meta Ads,352,10900,588,57,6033.7,5.39,9.69,0.6,6.18,17.14,2025-07
2025-07-24,TikTok Ads,198,14673,641,52,4276.23,4.37,8.11,0.31,3.81,21.6,2025-07
2025-07-24,Email,129,12130,428,33,3069.61,3.53,7.71,0.3,3.91,23.8,2025-07
2025-07-25,Google Ads,423,16222,1240,88,4748.08,7.64,7.1,0.34,4.81,11.22,2025-07
2025-07-25,Meta Ads,262,2300,124,3,360.2,5.39,2.42,2.11,87.33,1.37,2025-07
2025-07-25,TikTok Ads,252,10435,199,3,358.71,1.91,1.51,1.27,84.0,1.42,2025-07
2025-07-25,Email,301,5616,276,19,901.78,4.91,6.88,1.09,15.84,3.0,2025-07
2025-07-26,Google Ads,278,17393,1124,84,11370.02,6.46,7.47,0.25,3.31,40.9,2025-07
2025-07-26,Meta Ads,213,11617,692,9,560.72,5.96,1.3,0.31,23.67,2.63,2025-07
2025-07-26,TikTok Ads,276,6752,148,13,1922.32,2.19,8.78,1.86,21.23,6.96,2025-07
2025-07-26,Email,196,10852,847,15,1139.23,7.81,1.77,0.23,13.07,5.81,2025-07
2025-07-27,Google Ads,69,7295,302,10,513.46,4.14,3.31,0.23,6.9,7.44,2025-07
2025-07-27,Meta Ads,490,18456,390,27,1949.57,2.11,6.92,1.26,18.15,3.98,2025-07
2025-07-27,TikTok Ads,451,4225,95,2,165.64,2.25,2.11,4.75,225.5,0.37,2025-07
2025-07-27,Email,96,2316,39,0,0.0,1.68,0.0,2.46,,0.0,2025-07
2025-07-28,Google Ads,282,13337,883,35,3478.52,6.62,3.96,0.32,8.06,12.34,2025-07
2025-07-28,Meta Ads,354,7807,144,11,1118.87,1.84,7.64,2.46,32.18,3.16,2025-07
2025-07-28,TikTok Ads,63,4683,87,4,474.69,1.86,4.6,0.72,15.75,7.53,2025-07
2025-07-28,Email,192,8227,572,39,1306.52,6.95,6.82,0.34,4.92,6.8,2025-07
2025-07-29,Google Ads,464,4273,145,9,854.54,3.39,6.21,3.2,51.56,1.84,2025-07
2025-07-29,Meta Ads,50,1145,13,0,0.0,1.14,0.0,3.85,,0.0,2025-07
2025-07-29,TikTok Ads,422,6010,81,8,913.1,1.35,9.88,5.21,52.75,2.16,2025-07
2025-07-29,Email,103,17035,339,4,146.75,1.99,1.18,0.3,25.75,1.42,2025-07
2025-07-30,Google Ads,423,4040,100,9,1254.67,2.48,9.0,4.23,47.0,2.97,2025-07
2025-07-30,Meta Ads,308,10654,602,35,3998.75,5.65,5.81,0.51,8.8,12.98,2025-07
2025-07-30,TikTok Ads,193,17866,375,36,3271.92,2.1,9.6,0.51,5.36,16.95,2025-07
2025-07-30,Email,490,18633,341,6,497.88,1.83,1.76,1.44,81.67,1.02,2025-07
2025-07-31,Google Ads,61,18014,1144,61,2786.52,6.35,5.33,0.05,1.0,45.68,2025-07
2025-07-31,Meta Ads,379,15996,911,23,1493.16,5.7,2.52,0.42,16.48,3.94,2025-07
2025-07-31,TikTok Ads,273,17336,701,10,1342.75,4.04,1.43,0.39,27.3,4.92,2025-07
2025-07-31,Email,321,9853,477,31,4294.56,4.84,6.5,0.67,10.35,13.38,2025-07
2025-08-01,Google Ads,407,12695,404,11,330.99,3.18,2.72,1.01,37.0,0.81,2025-08
2025-08-01,Meta Ads,457,3852,168,10,1012.96,4.36,5.95,2.72,45.7,2.22,2025-08
2025-08-01,TikTok Ads,205,17014,773,15,1744.74,4.54,1.94,0.27,13.67,8.51,2025-08
2025-08-01,Email,422,1987,73,2,208.5,3.67,2.74,5.78,211.0,0.49,2025-08
2025-08-02,Google Ads,57,8622,633,50,1990.08,7.34,7.9,0.09,1.14,34.91,2025-08
2025-08-02,Meta Ads,171,10160,113,5,280.63,1.11,4.42,1.51,34.2,1.64,2025-08
2025-08-02,TikTok Ads,397,18484,1196,79,4743.23,6.47,6.61,0.33,5.03,11.95,2025-08
2025-08-02,Email,213,7652,143,9,1168.26,1.87,6.29,1.49,23.67,5.48,2025-08
2025-08-03,Google Ads,139,8421,554,47,4022.44,6.58,8.48,0.25,2.96,28.94,2025-08
2025-08-03,Meta Ads,185,1769,93,3,265.26,5.26,3.23,1.99,61.67,1.43,2025-08
2025-08-03,TikTok Ads,235,18727,1292,92,13081.22,6.9,7.12,0.18,2.55,55.66,2025-08
2025-08-03,Email,365,15114,254,24,2554.81,1.68,9.45,1.44,15.21,7.0,2025-08
2025-08-04,Google Ads,227,5358,263,19,2618.96,4.91,7.22,0.86,11.95,11.54,2025-08
2025-08-04,Meta Ads,77,12543,565,30,2543.43,4.5,5.31,0.14,2.57,33.03,2025-08
2025-08-04,TikTok Ads,269,19733,1172,78,3738.72,5.94,6.66,0.23,3.45,13.9,2025-08
2025-08-04,Email,406,6699,317,24,3398.21,4.73,7.57,1.28,16.92,8.37,2025-08
2025-08-05,Google Ads,90,18625,891,58,4932.59,4.78,6.51,0.1,1.55,54.81,2025-08
2025-08-05,Meta Ads,277,2125,85,0,0.0,4.0,0.0,3.26,,0.0,2025-08
2025-08-05,TikTok Ads,241,11793,372,10,662.87,3.15,2.69,0.65,24.1,2.75,2025-08
2025-08-05,Email,460,7764,339,28,1010.7,4.37,8.26,1.36,16.43,2.2,2025-08
2025-08-06,Google Ads,496,13323,243,8,689.57,1.82,3.29,2.04,62.0,1.39,2025-08
2025-08-06,Meta Ads,194,14031,1084,82,10854.78,7.73,7.56,0.18,2.37,55.95,2025-08
2025-08-06,TikTok Ads,250,15052,903,39,5539.16,6.0,4.32,0.28,6.41,22.16,2025-08
2025-08-06,Email,466,13640,1045,59,8372.82,7.66,5.65,0.45,7.9,17.97,2025-08
2025-08-07,Google Ads,261,8843,228,3,135.08,2.58,1.32,1.14,87.0,0.52,2025-08
2025-08-07,Meta Ads,269,15210,1088,28,2123.7,7.15,2.57,0.25,9.61,7.89,2025-08
2025-08-07,TikTok Ads,289,17456,1162,111,3706.01,6.66,9.55,0.25,2.6,12.82,2025-08
2025-08-07,Email,462,11106,637,57,7559.33,5.74,8.95,0.73,8.11,16.36,2025-08
2025-08-08,Google Ads,446,6189,332,22,1607.12,5.36,6.63,1.34,20.27,3.6,2025-08
2025-08-08,Meta Ads,95,3472,111,5,528.67,3.2,4.5,0.86,19.0,5.56,2025-08
2025-08-08,TikTok Ads,84,18091,1214,85,9841.96,6.71,7.0,0.07,0.99,117.17,2025-08
2025-08-08,Email,302,19188,865,56,4568.56,4.51,6.47,0.35,5.39,15.13,2025-08
2025-08-09,Google Ads,439,7704,115,7,467.41,1.49,6.09,3.82,62.71,1.06,2025-08
2025-08-09,Meta Ads,131,4713,150,2,290.93,3.18,1.33,0.87,65.5,2.22,2025-08
2025-08-09,TikTok Ads,420,6051,456,30,4372.16,7.54,6.58,0.92,14.0,10.41,2025-08
2025-08-09,Email,305,11756,817,64,4142.87,6.95,7.83,0.37,4.77,13.58,2025-08
2025-08-10,Google Ads,246,3475,273,27,2363.99,7.86,9.89,0.9,9.11,9.61,2025-08
2025-08-10,Meta Ads,352,4610,248,2,293.48,5.38,0.81,1.42,176.0,0.83,2025-08
2025-08-10,TikTok Ads,458,5255,143,10,305.84,2.72,6.99,3.2,45.8,0.67,2025-08
2025-08-10,Email,499,15484,331,20,1590.43,2.14,6.04,1.51,24.95,3.19,2025-08
2025-08-11,Google Ads,59,2735,63,3,126.16,2.3,4.76,0.94,19.67,2.14,2025-08
2025-08-11,Meta Ads,361,9258,105,2,182.2,1.13,1.9,3.44,180.5,0.5,2025-08
2025-08-11,TikTok Ads,335,8979,335,15,494.41,3.73,4.48,1.0,22.33,1.48,2025-08
2025-08-11,Email,291,3428,80,3,236.48,2.33,3.75,3.64,97.0,0.81,2025-08
2025-08-12,Google Ads,300,13345,517,19,1073.19,3.87,3.68,0.58,15.79,3.58,2025-08
2025-08-12,Meta Ads,414,8426,635,48,4511.86,7.54,7.56,0.65,8.62,10.9,2025-08
2025-08-12,TikTok Ads,54,9533,382,27,4037.02,4.01,7.07,0.14,2.0,74.76,2025-08
2025-08-12,Email,168,6249,446,28,3529.8,7.14,6.28,0.38,6.0,21.01,2025-08
2025-08-13,Google Ads,338,10686,559,52,6836.81,5.23,9.3,0.6,6.5,20.23,2025-08
2025-08-13,Meta Ads,423,15109,412,17,1805.94,2.73,4.13,1.03,24.88,4.27,2025-08
2025-08-13,TikTok Ads,114,1661,57,1,34.99,3.43,1.75,2.0,114.0,0.31,2025-08
2025-08-13,Email,195,13075,207,14,767.42,1.58,6.76,0.94,13.93,3.94,2025-08
2025-08-14,Google Ads,273,15788,526,14,1974.11,3.33,2.66,0.52,19.5,7.23,2025-08
2025-08-14,Meta Ads,288,11060,635,24,1774.41,5.74,3.78,0.45,12.0,6.16,2025-08
2025-08-14,TikTok Ads,226,16836,253,7,297.05,1.5,2.77,0.89,32.29,1.31,2025-08
2025-08-14,Email,316,11526,280,4,457.15,2.43,1.43,1.13,79.0,1.45,2025-08
2025-08-15,Google Ads,390,4374,160,13,857.15,3.66,8.12,2.44,30.0,2.2,2025-08
2025-08-15,Meta Ads,331,1207,95,3,186.79,7.87,3.16,3.48,110.33,0.56,2025-08
2025-08-15,TikTok Ads,112,3665,238,12,1797.09,6.49,5.04,0.47,9.33,16.05,2025-08
2025-08-15,Email,266,19877,1219,16,2127.63,6.13,1.31,0.22,16.62,8.0,2025-08
2025-08-16,Google Ads,391,1632,29,2,157.91,1.78,6.9,13.48,195.5,0.4,2025-08
2025-08-16,Meta Ads,364,4083,264,10,1476.31,6.47,3.79,1.38,36.4,4.06,2025-08
2025-08-16,TikTok Ads,332,14711,955,73,7884.99,6.49,7.64,0.35,4.55,23.75,2025-08
2025-08-16,Email,226,11123,579,27,3214.15,5.21,4.66,0.39,8.37,14.22,2025-08
2025-08-17,Google Ads,466,8123,644,17,574.29,7.93,2.64,0.72,27.41,1.23,2025-08
2025-08-17,Meta Ads,147,11754,385,21,936.45,3.28,5.45,0.38,7.0,6.37,2025-08
2025-08-17,TikTok Ads,154,2679,203,4,423.88,7.58,1.97,0.76,38.5,2.75,2025-08
2025-08-17,Email,148,16901,1251,62,8548.74,7.4,4.96,0.12,2.39,57.76,2025-08
2025-08-18,Google Ads,434,1236,13,0,0.0,1.05,0.0,33.38,,0.0,2025-08
2025-08-18,Meta Ads,454,8446,350,32,1474.66,4.14,9.14,1.3,14.19,3.25,2025-08
2025-08-18,TikTok Ads,360,5443,426,6,263.35,7.83,1.41,0.85,60.0,0.73,2025-08
2025-08-18,Email,55,16463,283,20,2626.05,1.72,7.07,0.19,2.75,47.75,2025-08
2025-08-19,Google Ads,246,9555,461,12,560.6,4.82,2.6,0.53,20.5,2.28,2025-08
2025-08-19,Meta Ads,400,19752,1551,60,5545.67,7.85,3.87,0.26,6.67,13.86,2025-08
2025-08-19,TikTok Ads,182,17669,863,40,1378.14,4.88,4.63,0.21,4.55,7.57,2025-08
2025-08-19,Email,407,1148,26,2,79.36,2.26,7.69,15.65,203.5,0.19,2025-08
2025-08-20,Google Ads,308,14395,730,23,2545.68,5.07,3.15,0.42,13.39,8.27,2025-08
2025-08-20,Meta Ads,486,5895,143,2,225.4,2.43,1.4,3.4,243.0,0.46,2025-08
2025-08-20,TikTok Ads,72,18396,853,32,2271.24,4.64,3.75,0.08,2.25,31.54,2025-08
2025-08-20,Email,102,12023,182,3,167.62,1.51,1.65,0.56,34.0,1.64,2025-08
2025-08-21,Google Ads,214,11699,612,13,1659.39,5.23,2.12,0.35,16.46,7.75,2025-08
2025-08-21,Meta Ads,251,10715,494,30,1681.57,4.61,6.07,0.51,8.37,6.7,2025-08
2025-08-21,TikTok Ads,132,17163,1060,16,1520.69,6.18,1.51,0.12,8.25,11.52,2025-08
2025-08-21,Email,194,6782,367,4,584.74,5.41,1.09,0.53,48.5,3.01,2025-08
2025-08-22,Google Ads,134,19792,959,71,3389.7,4.85,7.4,0.14,1.89,25.3,2025-08
2025-08-22,Meta Ads,127,17724,1033,43,6144.92,5.83,4.16,0.12,2.95,48.39,2025-08
2025-08-22,TikTok Ads,415,3817,76,1,51.95,1.99,1.32,5.46,415.0,0.13,2025-08
2025-08-22,Email,50,16096,831,27,2648.52,5.16,3.25,0.06,1.85,52.97,2025-08
2025-08-23,Google Ads,100,19880,438,29,2181.99,2.2,6.62,0.23,3.45,21.82,2025-08
2025-08-23,Meta Ads,222,6299,471,16,2332.66,7.48,3.4,0.47,13.88,10.51,2025-08
2025-08-23,TikTok Ads,254,10917,161,8,502.6,1.47,4.97,1.58,31.75,1.98,2025-08
2025-08-23,Email,309,19073,765,16,1247.34,4.01,2.09,0.4,19.31,4.04,2025-08
2025-08-24,Google Ads,495,4267,250,15,2219.15,5.86,6.0,1.98,33.0,4.48,2025-08
2025-08-24,Meta Ads,498,5406,227,8,755.01,4.2,3.52,2.19,62.25,1.52,2025-08
2025-08-24,TikTok Ads,418,18826,309,20,1806.31,1.64,6.47,1.35,20.9,4.32,2025-08
2025-08-24,Email,337,11382,554,45,2742.0,4.87,8.12,0.61,7.49,8.14,2025-08
2025-08-25,Google Ads,83,5437,298,19,2169.11,5.48,6.38,0.28,4.37,26.13,2025-08
2025-08-25,Meta Ads,397,6435,381,13,412.42,5.92,3.41,1.04,30.54,1.04,2025-08
2025-08-25,TikTok Ads,144,5107,184,6,215.65,3.6,3.26,0.78,24.0,1.5,2025-08
2025-08-25,Email,121,1560,77,3,305.77,4.94,3.9,1.57,40.33,2.53,2025-08
2025-08-26,Google Ads,88,13329,553,13,923.01,4.15,2.35,0.16,6.77,10.49,2025-08
2025-08-26,Meta Ads,203,2826,161,4,577.59,5.7,2.48,1.26,50.75,2.85,2025-08
2025-08-26,TikTok Ads,299,12421,631,51,7057.53,5.08,8.08,0.47,5.86,23.6,2025-08
2025-08-26,Email,211,13265,620,27,3122.41,4.67,4.35,0.34,7.81,14.8,2025-08
2025-08-27,Google Ads,487,8629,237,11,1409.95,2.75,4.64,2.05,44.27,2.9,2025-08
2025-08-27,Meta Ads,167,9325,94,5,550.4,1.01,5.32,1.78,33.4,3.3,2025-08
2025-08-27,TikTok Ads,308,8693,192,12,540.84,2.21,6.25,1.6,25.67,1.76,2025-08
2025-08-27,Email,428,9264,168,2,243.73,1.81,1.19,2.55,214.0,0.57,2025-08
2025-08-28,Google Ads,355,13686,567,48,2650.71,4.14,8.47,0.63,7.4,7.47,2025-08
2025-08-28,Meta Ads,317,14716,777,20,1376.26,5.28,2.57,0.41,15.85,4.34,2025-08
2025-08-28,TikTok Ads,498,7721,192,14,1796.31,2.49,7.29,2.59,35.57,3.61,2025-08
2025-08-28,Email,103,8373,634,50,4719.15,7.57,7.89,0.16,2.06,45.82,2025-08
2025-08-29,Google Ads,285,6907,72,5,665.96,1.04,6.94,3.96,57.0,2.34,2025-08
2025-08-29,Meta Ads,438,17127,1097,68,3778.37,6.41,6.2,0.4,6.44,8.63,2025-08
2025-08-29,TikTok Ads,271,6656,357,4,411.73,5.36,1.12,0.76,67.75,1.52,2025-08
2025-08-29,Email,300,9984,360,15,600.82,3.61,4.17,0.83,20.0,2.0,2025-08
2025-08-30,Google Ads,362,9286,125,8,857.34,1.35,6.4,2.9,45.25,2.37,2025-08
2025-08-30,Meta Ads,450,6901,372,16,1944.07,5.39,4.3,1.21,28.12,4.32,2025-08
2025-08-30,TikTok Ads,161,5917,218,19,1903.64,3.68,8.72,0.74,8.47,11.82,2025-08
2025-08-30,Email,304,9429,712,26,1610.64,7.55,3.65,0.43,11.69,5.3,2025-08
2025-08-31,Google Ads,352,15716,753,27,911.55,4.79,3.59,0.47,13.04,2.59,2025-08
2025-08-31,Meta Ads,456,16795,1272,43,1906.36,7.57,3.38,0.36,10.6,4.18,2025-08
2025-08-31,TikTok Ads,256,12138,308,12,1256.12,2.54,3.9,0.83,21.33,4.91,2025-08
2025-08-31,Email,278,3530,214,12,1705.57,6.06,5.61,1.3,23.17,6.14,2025-08
2025-09-01,Google Ads,390,19344,1029,75,4108.81,5.32,7.29,0.38,5.2,10.54,2025-09
2025-09-01,Meta Ads,447,18432,1138,79,9338.05,6.17,6.94,0.39,5.66,20.89,2025-09
2025-09-01,TikTok Ads,115,6772,169,13,1741.66,2.5,7.69,0.68,8.85,15.14,2025-09
2025-09-01,Email,124,16476,931,83,7677.99,5.65,8.92,0.13,1.49,61.92,2025-09
2025-09-02,Google Ads,484,19913,893,74,8163.08,4.48,8.29,0.54,6.54,16.87,2025-09
2025-09-02,Meta Ads,152,16751,1038,12,1533.62,6.2,1.16,0.15,12.67,10.09,2025-09
2025-09-02,TikTok Ads,471,3964,130,9,551.53,3.28,6.92,3.62,52.33,1.17,2025-09
2025-09-02,Email,241,8137,588,16,1050.04,7.23,2.72,0.41,15.06,4.36,2025-09
2025-09-03,Google Ads,301,18347,291,6,180.45,1.59,2.06,1.03,50.17,0.6,2025-09
2025-09-03,Meta Ads,275,17920,1191,80,11645.7,6.65,6.72,0.23,3.44,42.35,2025-09
2025-09-03,TikTok Ads,343,14891,1046,40,5604.22,7.02,3.82,0.33,8.57,16.34,2025-09
2025-09-03,Email,355,8340,560,8,973.99,6.71,1.43,0.63,44.38,2.74,2025-09
2025-09-04,Google Ads,147,8967,411,9,355.4,4.58,2.19,0.36,16.33,2.42,2025-09
2025-09-04,Meta Ads,387,13415,545,5,418.5,4.06,0.92,0.71,77.4,1.08,2025-09
2025-09-04,TikTok Ads,335,12871,1026,93,3927.11,7.97,9.06,0.33,3.6,11.72,2025-09
2025-09-04,Email,384,12916,336,4,127.64,2.6,1.19,1.14,96.0,0.33,2025-09
2025-09-05,Google Ads,396,9734,469,13,1351.25,4.82,2.77,0.84,30.46,3.41,2025-09
2025-09-05,Meta Ads,484,1845,105,4,581.2,5.69,3.81,4.61,121.0,1.2,2025-09
2025-09-05,TikTok Ads,496,3494,206,8,1106.75,5.9,3.88,2.41,62.0,2.23,2025-09
2025-09-05,Email,357,13677,332,30,3408.32,2.43,9.04,1.08,11.9,9.55,2025-09
2025-09-06,Google Ads,298,19268,1074,14,582.36,5.57,1.3,0.28,21.29,1.95,2025-09
2025-09-06,Meta Ads,215,13330,896,50,3144.98,6.72,5.58,0.24,4.3,14.63,2025-09
2025-09-06,TikTok Ads,384,6179,83,5,342.03,1.34,6.02,4.63,76.8,0.89,2025-09
2025-09-06,Email,79,7610,561,52,6322.06,7.37,9.27,0.14,1.52,80.03,2025-09
2025-09-07,Google Ads,296,7430,89,5,631.35,1.2,5.62,3.33,59.2,2.13,2025-09
2025-09-07,Meta Ads,155,8154,284,23,1752.89,3.48,8.1,0.55,6.74,11.31,2025-09
2025-09-07,TikTok Ads,100,14828,164,2,160.29,1.11,1.22,0.61,50.0,1.6,2025-09
2025-09-07,Email,130,11145,171,7,247.39,1.53,4.09,0.76,18.57,1.9,2025-09
2025-09-08,Google Ads,182,7488,552,24,1552.71,7.37,4.35,0.33,7.58,8.53,2025-09
2025-09-08,Meta Ads,334,4850,168,15,1262.31,3.46,8.93,1.99,22.27,3.78,2025-09
2025-09-08,TikTok Ads,437,18073,718,16,704.61,3.97,2.23,0.61,27.31,1.61,2025-09
2025-09-08,Email,187,14564,365,8,675.14,2.51,2.19,0.51,23.38,3.61,2025-09
2025-09-09,Google Ads,233,6078,314,12,1588.57,5.17,3.82,0.74,19.42,6.82,2025-09
2025-09-09,Meta Ads,450,13168,679,10,997.59,5.16,1.47,0.66,45.0,2.22,2025-09
2025-09-09,TikTok Ads,379,6448,232,6,236.83,3.6,2.59,1.63,63.17,0.62,2025-09
2025-09-09,Email,322,18563,618,59,3127.03,3.33,9.55,0.52,5.46,9.71,2025-09
2025-09-10,Google Ads,389,10074,724,35,3043.09,7.19,4.83,0.54,11.11,7.82,2025-09
2025-09-10,Meta Ads,118,7406,272,18,1320.81,3.67,6.62,0.43,6.56,11.19,2025-09
2025-09-10,TikTok Ads,83,9800,436,32,2337.51,4.45,7.34,0.19,2.59,28.16,2025-09
2025-09-10,Email,311,15083,449,19,1776.73,2.98,4.23,0.69,16.37,5.71,2025-09
2025-09-11,Google Ads,102,2638,171,3,300.38,6.48,1.75,0.6,34.0,2.94,2025-09
2025-09-11,Meta Ads,499,11340,428,12,1507.48,3.77,2.8,1.17,41.58,3.02,2025-09
2025-09-11,TikTok Ads,254,2382,109,4,283.66,4.58,3.67,2.33,63.5,1.12,2025-09
2025-09-11,Email,175,2403,66,4,506.62,2.75,6.06,2.65,43.75,2.89,2025-09
2025-09-12,Google Ads,284,10011,792,36,2542.8,7.91,4.55,0.36,7.89,8.95,2025-09
2025-09-12,Meta Ads,92,4292,130,1,36.65,3.03,0.77,0.71,92.0,0.4,2025-09
2025-09-12,TikTok Ads,289,10011,640,36,3474.09,6.39,5.62,0.45,8.03,12.02,2025-09
2025-09-12,Email,420,1419,56,5,502.74,3.95,8.93,7.5,84.0,1.2,2025-09
2025-09-13,Google Ads,160,13411,327,27,3837.91,2.44,8.26,0.49,5.93,23.99,2025-09
2025-09-13,Meta Ads,298,5517,364,30,3513.82,6.6,8.24,0.82,9.93,11.79,2025-09
2025-09-13,TikTok Ads,200,16422,547,44,6165.84,3.33,8.04,0.37,4.55,30.83,2025-09
2025-09-13,Email,232,10700,755,29,4031.05,7.06,3.84,0.31,8.0,17.38,2025-09
2025-09-14,Google Ads,385,6693,495,39,3999.41,7.4,7.88,0.78,9.87,10.39,2025-09
2025-09-14,Meta Ads,144,1767,124,2,186.66,7.02,1.61,1.16,72.0,1.3,2025-09
2025-09-14,TikTok Ads,423,19428,241,16,1550.29,1.24,6.64,1.76,26.44,3.66,2025-09
2025-09-14,Email,449,15818,1030,69,10170.58,6.51,6.7,0.44,6.51,22.65,2025-09
2025-09-15,Google Ads,57,2549,98,1,122.78,3.84,1.02,0.58,57.0,2.15,2025-09
2025-09-15,Meta Ads,437,10956,779,63,2693.37,7.11,8.09,0.56,6.94,6.16,2025-09
2025-09-15,TikTok Ads,409,7140,390,35,4319.4,5.46,8.97,1.05,11.69,10.56,2025-09
2025-09-15,Email,437,11837,809,27,1362.54,6.83,3.34,0.54,16.19,3.12,2025-09
2025-09-16,Google Ads,233,4716,212,17,1422.6,4.5,8.02,1.1,13.71,6.11,2025-09
2025-09-16,Meta Ads,330,5481,260,4,221.02,4.74,1.54,1.27,82.5,0.67,2025-09
2025-09-16,TikTok Ads,244,7548,151,9,1014.75,2.0,5.96,1.62,27.11,4.16,2025-09
2025-09-16,Email,401,19677,1276,68,9198.85,6.48,5.33,0.31,5.9,22.94,2025-09
2025-09-17,Google Ads,244,5837,229,13,842.96,3.92,5.68,1.07,18.77,3.45,2025-09
2025-09-17,Meta Ads,204,8758,394,36,1434.29,4.5,9.14,0.52,5.67,7.03,2025-09
2025-09-17,TikTok Ads,142,11900,772,68,4475.7,6.49,8.81,0.18,2.09,31.52,2025-09
2025-09-17,Email,209,8993,466,37,4095.29,5.18,7.94,0.45,5.65,19.59,2025-09
2025-09-18,Google Ads,483,6542,157,5,347.26,2.4,3.18,3.08,96.6,0.72,2025-09
2025-09-18,Meta Ads,110,15828,812,74,4689.64,5.13,9.11,0.14,1.49,42.63,2025-09
2025-09-18,TikTok Ads,171,17052,657,12,625.59,3.85,1.83,0.26,14.25,3.66,2025-09
2025-09-18,Email,100,3385,145,12,1076.42,4.28,8.28,0.69,8.33,10.76,2025-09
2025-09-19,Google Ads,452,15308,183,7,441.8,1.2,3.83,2.47,64.57,0.98,2025-09
2025-09-19,Meta Ads,326,1671,41,0,0.0,2.45,0.0,7.95,,0.0,2025-09
2025-09-19,TikTok Ads,54,1163,34,2,78.39,2.92,5.88,1.59,27.0,1.45,2025-09
2025-09-19,Email,141,9656,578,17,1864.63,5.99,2.94,0.24,8.29,13.22,2025-09
2025-09-20,Google Ads,219,12234,132,4,234.03,1.08,3.03,1.66,54.75,1.07,2025-09
2025-09-20,Meta Ads,366,5795,223,8,709.71,3.85,3.59,1.64,45.75,1.94,2025-09
2025-09-20,TikTok Ads,71,11634,868,13,836.3,7.46,1.5,0.08,5.46,11.78,2025-09
2025-09-20,Email,454,5798,103,2,233.46,1.78,1.94,4.41,227.0,0.51,2025-09
2025-09-21,Google Ads,375,19739,910,9,1290.93,4.61,0.99,0.41,41.67,3.44,2025-09
2025-09-21,Meta Ads,50,11749,764,38,5321.87,6.5,4.97,0.07,1.32,106.44,2025-09
2025-09-21,TikTok Ads,182,6827,518,9,900.1,7.59,1.74,0.35,20.22,4.95,2025-09
2025-09-21,Email,282,5719,356,25,2137.83,6.22,7.02,0.79,11.28,7.58,2025-09
2025-09-22,Google Ads,61,1593,96,2,256.39,6.03,2.08,0.64,30.5,4.2,2025-09
2025-09-22,Meta Ads,395,8394,569,54,6047.95,6.78,9.49,0.69,7.31,15.31,2025-09
2025-09-22,TikTok Ads,95,15056,620,54,2809.5,4.12,8.71,0.15,1.76,29.57,2025-09
2025-09-22,Email,83,11636,772,27,3469.78,6.63,3.5,0.11,3.07,41.8,2025-09
2025-09-23,Google Ads,482,1016,10,0,0.0,0.98,0.0,48.2,,0.0,2025-09
2025-09-23,Meta Ads,127,4191,313,25,1316.96,7.47,7.99,0.41,5.08,10.37,2025-09
2025-09-23,TikTok Ads,267,1392,57,5,319.08,4.09,8.77,4.68,53.4,1.2,2025-09
2025-09-23,Email,350,7272,354,22,1366.27,4.87,6.21,0.99,15.91,3.9,2025-09
2025-09-24,Google Ads,460,17955,499,8,738.44,2.78,1.6,0.92,57.5,1.61,2025-09
2025-09-24,Meta Ads,122,4631,287,19,1104.36,6.2,6.62,0.43,6.42,9.05,2025-09
2025-09-24,TikTok Ads,331,7172,110,7,313.8,1.53,6.36,3.01,47.29,0.95,2025-09
2025-09-24,Email,298,10312,733,49,2197.3,7.11,6.68,0.41,6.08,7.37,2025-09
2025-09-25,Google Ads,96,19663,1336,50,4999.66,6.79,3.74,0.07,1.92,52.08,2025-09
2025-09-25,Meta Ads,170,9906,248,21,2481.59,2.5,8.47,0.69,8.1,14.6,2025-09
2025-09-25,TikTok Ads,263,18159,1210,116,7955.74,6.66,9.59,0.22,2.27,30.25,2025-09
2025-09-25,Email,288,19631,1276,37,1263.85,6.5,2.9,0.23,7.78,4.39,2025-09
2025-09-26,Google Ads,105,17462,947,16,724.27,5.42,1.69,0.11,6.56,6.9,2025-09
2025-09-26,Meta Ads,399,9080,328,9,1257.87,3.61,2.74,1.22,44.33,3.15,2025-09
2025-09-26,TikTok Ads,156,8099,234,19,1695.28,2.89,8.12,0.67,8.21,10.87,2025-09
2025-09-26,Email,368,15916,417,29,2448.43,2.62,6.95,0.88,12.69,6.65,2025-09
2025-09-27,Google Ads,97,8083,261,17,587.62,3.23,6.51,0.37,5.71,6.06,2025-09
2025-09-27,Meta Ads,110,10223,748,34,3992.84,7.32,4.55,0.15,3.24,36.3,2025-09
